,Unnamed: 0,commonstocksharesissued,assetscurrent,accountspayablecurrent,commonstockvalue,liabilities,liabilitiesandstockholdersequity,stockholdersequity,earningspersharebasic,netincomeloss,profitloss,costofgoodssold,filing_date,costsandexpenses,cash,notespayable,preferredstockvalue,depreciation,operatingexpenses,revenues,land,accountsreceivablenet,deferredrevenue,grossprofit,sharesissued,accruedincometaxes,sharesoutstanding,borrowedfunds,inventorygross,commercialpaper,dividends,commonstocknoparvalue,costofservices,debtcurrent,accruedinsurancecurrent,officerscompensation,intangibleassetscurrent,salariesandwages,interestanddebtexpense,convertibledebt,assetmanagementcosts,accountsreceivablegross,directoperatingcosts,operatingcycle,stock,price
17486,17486,14289429.0,,,198592.0,889699328.0,1032220096.0,-480223.0,0.09,1749055.0,,,2013-05-10,,,,,1096342.0,,91260.0,5764540.0,,308728.0,,19859219.0,,22752214.0,,,,,,,,,,,,,,,,,,CHFN,
17531,17531,95345362.0,15671000.0,4259000.0,586000.0,-254935000.0,379643000.0,-389466000.0,1.46,9547000.0,,,2013-11-12,110198000.0,274000.0,,,,,1238000.0,,,,,,968000.0,,,,,500000.0,,,,,,,,,,,,,,CHH,
17532,17532,95345362.0,94661000.0,38714000.0,585000.0,1059676000.0,592811000.0,161270000.0,0.75,28234000.0,,,2013-08-09,203220000.0,274000.0,,,,,2290000.0,,,,,,968000.0,,,,,500000.0,,,,,,,,,,,,,,CHH,
17533,17533,95345362.0,144254000.0,38714000.0,582000.0,15959000.0,-613384000.0,196822000.0,0.34,19997000.0,,,2013-05-08,98104000.0,274000.0,,,,,956000.0,,,,,,968000.0,,,,,500000.0,,,,,,,,,,,,,,CHH,
17534,17534,95345362.0,194796000.0,4234000.0,583000.0,18014000.0,514692000.0,-25561000.0,0.46,31862000.0,,,2013-02-28,435314000.0,274000.0,,,,,178306000.0,,,,,,968000.0,,,,,43506000.0,,,,,,,,,,,,,,CHH,
17562,17562,23000000.0,2378000000.0,1710000000.0,7000000.0,,28043000000.0,15569000000.0,-3.19,143000000.0,202000000.0,,2013-11-06,763000000.0,,,3062000000.0,,,738000000.0,515000000.0,,,,,,,,,,,,,53000000.0,,,,150000.0,,,,,,,CHK,26.23
17564,17564,23000000.0,26018000000.0,1710000000.0,7000000.0,,36770000000.0,1957000000.0,0.7,-1062000000.0,79000000.0,,2013-08-06,571000000.0,,,3062000000.0,,,-345000000.0,126000000.0,,,,,,,,,,,,,53000000.0,,,,150000.0,,,,959000000.0,,,CHK,25.15
17565,17565,23000000.0,4000000.0,1710000000.0,7000000.0,,-3853000000.0,15700000000.0,0.02,-10000000.0,-28000000.0,,2013-05-10,2210000000.0,,,3062000000.0,,,516000000.0,126000000.0,,,,,,,,,,,,,53000000.0,,,,150000.0,,,,959000000.0,,,CHK,20.15
17566,17566,23000000.0,2597000000.0,1710000000.0,7000000.0,,2472000000.0,15569000000.0,0.39,299000000.0,1808000000.0,,2013-03-01,997000000.0,,,3062000000.0,,,3538000000.0,515000000.0,2245000000.0,,6000000.0,,,,,,,,,,53000000.0,,,,150000.0,,,,959000000.0,,,CHK,19.67
17607,17607,5310076.0,,,53101.0,1206284872.0,1341090768.0,-18265940.0,0.61,2552180.0,,,2013-11-07,,,,,2187234.0,227847.0,,,,,,,,,,,,,,,,,,,,,,,,,,CHMG,
17608,17608,5310076.0,,,53101.0,1124481675.0,1257160487.0,100628900.0,1.31,-240089.0,,,2013-08-08,,,,,1497490.0,227847.0,,,,,,,,,,,,,,,,,,,,,,,,,,CHMG,
17609,17609,5310076.0,,,53101.0,1117044771.0,1248159708.0,-2623198.0,0.78,3614533.0,,,2013-05-10,,,,,740442.0,227847.0,,,,,,,,,,,,,,,,,,,,,,,,,,CHMG,
17610,17610,5310076.0,,,53101.0,1268102.0,127197542.0,125929440.0,2.8,10102.0,,,2013-03-15,,,,,2778065.0,209794.0,,,,,,,,,,,,,,,,,,,,,,,,,,CHMG,
17630,17630,1000.0,,,10.0,25000.0,1000.0,990.0,3.14,-36054.0,-25000.0,,2013-11-07,36054.0,1000.0,10700000.0,,,1225000.0,156000.0,,,,22534000.0,,,,,,,,,94000.0,,,,,,,,,,,,CHMI,
17668,17668,178663000.0,1672290000.0,757558000.0,,1903005000.0,2891568000.0,1504372000.0,2.09,107737000.0,,1185885000.0,2013-11-08,2693152000.0,,,,24254000.0,,2880409000.0,15008000.0,,,,,,161327000.0,,,,,,,350000000.0,,,,,,,,,,,CHRW,59.66
17669,17669,178668000.0,1782968000.0,747022000.0,,1422480000.0,2921545000.0,1499065000.0,1.36,111872000.0,,750179000.0,2013-08-08,3105786000.0,,,,24254000.0,,2955714000.0,15008000.0,,,,,,161327000.0,,,,,,,253646000.0,,,,,,,,,,,CHRW,56.73
17670,17670,178676000.0,1690579000.0,701770000.0,,1340875000.0,2830560000.0,1489685000.0,0.64,106500000.0,,327787000.0,2013-05-09,2825561000.0,,,,24254000.0,,2552114000.0,15008000.0,,,,,,161327000.0,,,,,,,253646000.0,,,,,,,,,,,CHRW,56.0
17671,17671,177312000.0,1672290000.0,639460000.0,,889567000.0,2804225000.0,178087000.0,0.72,106500000.0,,384630000.0,2013-03-01,2693152000.0,,,,20393000.0,,2880409000.0,15004000.0,,,,,,161327000.0,,,,,,,253646000.0,,,,,,,,,,,CHRW,57.06
17712,17712,,9667026000.0,2236866000.0,,,13645024000.0,4455341000.0,,992386000.0,75091000.0,11846458000.0,2013-11-07,,,,319368000.0,199800000.0,,-467583000.0,,,,1135835000.0,,,,,,,,,,,,,,,,,,,,,CHSCM,
17713,17713,,8581295000.0,2345068000.0,,,13423151000.0,3915592000.0,,899740000.0,252329000.0,24017733000.0,2013-07-10,,,,319368000.0,199800000.0,,-352624000.0,,,,916814000.0,,,,,,,,,,,,,,,,,,,,,CHSCM,
17714,17714,,8827497000.0,2049731000.0,,,13423151000.0,3915592000.0,,275086000.0,79235000.0,-229228000.0,2013-04-03,,,,319368000.0,199800000.0,,-102957000.0,,,,118074000.0,,,,,,,,,,,,,,,,,,,,,CHSCM,
17716,17716,,8620226000.0,2612963000.0,,,14008197000.0,3915592000.0,,343707000.0,488882000.0,6259871000.0,2013-01-10,,,,319368000.0,495300000.0,,3324228000.0,,,,189950000.0,,,,,,,,,,,,,,,,,,,,,CHSCM,
17747,17747,,9667026000.0,2236866000.0,,,13645024000.0,4455341000.0,,992386000.0,75091000.0,11846458000.0,2013-11-07,,,,319368000.0,199800000.0,,-467583000.0,,,,1135835000.0,,,,,,,,,,,,,,,,,,,,,CHSCN,
17748,17748,,8581295000.0,2345068000.0,,,13423151000.0,3915592000.0,,899740000.0,252329000.0,24017733000.0,2013-07-10,,,,319368000.0,199800000.0,,-352624000.0,,,,916814000.0,,,,,,,,,,,,,,,,,,,,,CHSCN,
17749,17749,,8827497000.0,2049731000.0,,,13423151000.0,3915592000.0,,275086000.0,79235000.0,-229228000.0,2013-04-03,,,,319368000.0,199800000.0,,-102957000.0,,,,118074000.0,,,,,,,,,,,,,,,,,,,,,CHSCN,
17751,17751,,8620226000.0,2612963000.0,,,14008197000.0,3915592000.0,,343707000.0,488882000.0,6259871000.0,2013-01-10,,,,319368000.0,495300000.0,,3324228000.0,,,,189950000.0,,,,,,,,,,,,,,,,,,,,,CHSCN,
17782,17782,,9667026000.0,2236866000.0,,,13645024000.0,4455341000.0,,992386000.0,75091000.0,11846458000.0,2013-11-07,,,,319368000.0,199800000.0,,-467583000.0,,,,1135835000.0,,,,,,,,,,,,,,,,,,,,,CHSCO,
17783,17783,,8581295000.0,2345068000.0,,,13423151000.0,3915592000.0,,899740000.0,252329000.0,24017733000.0,2013-07-10,,,,319368000.0,199800000.0,,-352624000.0,,,,916814000.0,,,,,,,,,,,,,,,,,,,,,CHSCO,
17784,17784,,8827497000.0,2049731000.0,,,13423151000.0,3915592000.0,,275086000.0,79235000.0,-229228000.0,2013-04-03,,,,319368000.0,199800000.0,,-102957000.0,,,,118074000.0,,,,,,,,,,,,,,,,,,,,,CHSCO,
17786,17786,,8620226000.0,2612963000.0,,,14008197000.0,3915592000.0,,343707000.0,488882000.0,6259871000.0,2013-01-10,,,,319368000.0,495300000.0,,3324228000.0,,,,189950000.0,,,,,,,,,,,,,,,,,,,,,CHSCO,
17817,17817,,9667026000.0,2236866000.0,,,13645024000.0,4455341000.0,,992386000.0,75091000.0,11846458000.0,2013-11-07,,,,319368000.0,199800000.0,,-467583000.0,,,,1135835000.0,,,,,,,,,,,,,,,,,,,,,CHSCP,
17818,17818,,8581295000.0,2345068000.0,,,13423151000.0,3915592000.0,,899740000.0,252329000.0,24017733000.0,2013-07-10,,,,319368000.0,199800000.0,,-352624000.0,,,,916814000.0,,,,,,,,,,,,,,,,,,,,,CHSCP,
17819,17819,,8827497000.0,2049731000.0,,,13423151000.0,3915592000.0,,275086000.0,79235000.0,-229228000.0,2013-04-03,,,,319368000.0,199800000.0,,-102957000.0,,,,118074000.0,,,,,,,,,,,,,,,,,,,,,CHSCP,
17821,17821,,8620226000.0,2612963000.0,,,14008197000.0,3915592000.0,,343707000.0,488882000.0,6259871000.0,2013-01-10,,,,319368000.0,495300000.0,,3324228000.0,,,,189950000.0,,,,,,,,,,,,,,,,,,,,,CHSCP,
17848,17848,152195000.0,573024000.0,152698000.0,1588000.0,,1508256000.0,1036433000.0,-0.18,-28479000.0,,291569000.0,2013-11-27,,,,,113800000.0,,,,,,364010000.0,152195000.0,,,,,,,,,10000000.0,,,,,,,,,,,CHS,
17849,17849,152195000.0,570491000.0,139727000.0,1609000.0,,1566092000.0,1093442000.0,0.27,43588000.0,,293361000.0,2013-08-30,,,,,113800000.0,,,,,,356142000.0,152195000.0,,,,,,,,,10000000.0,,,,,,,,,,,CHS,
17850,17850,152195000.0,587137000.0,152123000.0,1621000.0,,1575124000.0,1072847000.0,0.31,51122000.0,,283878000.0,2013-05-31,,,,,113800000.0,,,,,,386844000.0,152195000.0,,,,,,,,,10000000.0,,,,,,,,,,,CHS,
17851,17851,162774000.0,597993000.0,129387000.0,1628000.0,,1580628000.0,742580000.0,1.09,31522000.0,,1129257000.0,2013-03-20,,,,,113800000.0,,,,,,346728000.0,162774000.0,,,,,,,,,10000000.0,,,,,,,,,,,CHS,
17881,17881,104246203.0,8000000.0,,,,16900000000.0,61000000.0,0.38,446000000.0,-130000000.0,,2013-11-05,-151000000.0,,,,1600000000.0,18000000.0,-151000000.0,,,,,,,1.0,,,,,,,7000000000.0,,,,,,,,,,,CHTR,131.06
17882,17882,101549969.0,-246000000.0,,,,-12095000000.0,149000000.0,0.38,299000000.0,-102000000.0,,2013-08-06,-102000000.0,,,,1600000000.0,9000000.0,-102000000.0,,,,,,,1.0,,,,,,,7000000000.0,,,,,,,,,,,CHTR,127.05
17883,17883,101310068.0,4000000.0,,,,11026000000.0,129000000.0,0.38,-33000000.0,-45000000.0,,2013-05-07,-102000000.0,,,,1600000000.0,-51000000.0,-51000000.0,,,,,,,1.0,,,,,,,7000000000.0,,,,,,,,,,,CHTR,109.69
17884,17884,100570418.0,80000000.0,,,,15254000000.0,149000000.0,0.38,-572000000.0,-1000000.0,,2013-02-22,-102000000.0,,,,1200000000.0,-51000000.0,118000000.0,,,,,,,1.0,,,,,,,7000000000.0,,,,,,,,,,,CHTR,85.02
17917,17917,16380290.0,12983000.0,3463000.0,164000.0,42258000.0,144605000.0,97867000.0,0.17,790000.0,,42064000.0,2013-11-08,116364000.0,,,,6500000.0,,324325000.0,,,,,15918427.0,,10657252.0,,,,,,,,,,,,,,,,,,CHUY,
17918,17918,16312824.0,12983000.0,3644000.0,163000.0,46723000.0,141381000.0,87463000.0,0.16,2111000.0,,27201000.0,2013-08-09,48622000.0,,,,6500000.0,11321000.0,53427000.0,,,,,15918427.0,,10657252.0,,,,,,,,,,,,,,,,,,CHUY,
17919,17919,15918427000.0,12983000.0,3144000.0,162000.0,41123000.0,132238000.0,87463000.0,0.01,2641000.0,,9948000.0,2013-05-10,43473000.0,,,,6500000.0,6547000.0,37476000.0,,,,,15918427.0,,10657252.0,,,,,,,,,,,,,,,,,,CHUY,
17920,17920,15918427.0,12983000.0,3463000.0,159000.0,42258000.0,129721000.0,80307000.0,0.05,2555000.0,,46475000.0,2013-03-28,159344000.0,,,5000000.0,6478000.0,6547000.0,46680000.0,,564000.0,,,10865757.0,,15918427.0,,,,,,,,,,,,,,,,,,CHUY,
17947,17947,52215852.0,,,3184000.0,911840000.0,1194114000.0,247731000.0,0.05,4826000.0,806000.0,,2013-11-06,27858000.0,,,,915000.0,,1066000.0,,,,,,,-3136000.0,,,,,,,,,,,,,,,,,,CIA,
17948,17948,1001714.0,,,259383000.0,929899000.0,1174948000.0,248645000.0,0.02,1915000.0,806000.0,,2013-08-06,27858000.0,,,,607000.0,,370000.0,,,,,,,-3136000.0,,,,,,,,,,,,,,,,,,CIA,
17949,17949,1001714.0,,,3184000.0,911840000.0,1174948000.0,264002000.0,0.02,1512000.0,806000.0,,2013-05-02,27858000.0,,,,320000.0,,14175000.0,,,,,,,-3136000.0,,,,,,,,,,,,,,,,,,CIA,
17950,17950,52089189.0,,,3184000.0,5448000.0,268797000.0,263108000.0,0.03,14704000.0,403000.0,,2013-03-12,28089000.0,,,,227000.0,,30536000.0,,,,,,,1002000.0,,,,,,,,,,,,,,,,,,CIA,
17983,17983,48448137.0,62802000.0,,76000.0,286998000.0,284058000.0,-22971000.0,,5019000.0,-31308000.0,,2013-11-14,,,42828000.0,3466000.0,10000.0,14959000.0,21779000.0,,,2000.0,,,,,,,,,,,67000.0,,,,,,,,,283000.0,,CIDM,
17984,17984,48506281.0,64360000.0,,48000.0,299735000.0,275785000.0,-17314000.0,,-5152000.0,-31308000.0,,2013-08-14,,,42828000.0,3493000.0,7138000.0,3364000.0,2765000.0,,,2000.0,,,,,,,,,,,26250000.0,,,,,,,,,1038000.0,,CIDM,
17985,17985,37722927.0,63393000.0,,38000.0,301610000.0,290137000.0,-17314000.0,,1500000.0,-31308000.0,,2013-06-20,,,42828000.0,3357000.0,104000.0,16219000.0,19793000.0,,,2000.0,,,,,,,,,,,26250000.0,,,,,,,,,1038000.0,,CIDM,
17986,17986,48446468.0,63393000.0,,38000.0,301610000.0,290137000.0,-5726000.0,,1600000.0,-31308000.0,,2013-02-13,,,42828000.0,3357000.0,264000.0,3509000.0,1452000.0,,,2000.0,,,,,,,,,,,60000.0,,,,,,,,,256000.0,,CIDM,
18016,18016,100601792.0,1395802000.0,179704000.0,1037000.0,1885447000.0,1802770000.0,-88972000.0,-1.45,-144021000.0,329284000.0,967510000.0,2013-12-20,,,248763000.0,,55699000.0,872339000.0,269858000.0,,,29279000.0,724224000.0,,,,,290666000.0,,,,206855000.0,,,,,,,,,,,52 or 53 week,CIEN,
18017,18017,103121807.0,1304477000.0,179704000.0,1006000.0,1970115000.0,1881143000.0,-83168000.0,-0.74,-105250000.0,31121000.0,225238000.0,2013-09-11,,,248763000.0,,55699000.0,196593000.0,195308000.0,,,77797000.0,181321000.0,,,,,300108000.0,,,,62367000.0,,,,,,,,,,,52 or 53 week,CIEN,
18018,18018,102035119.0,1415690000.0,179704000.0,1020000.0,1970115000.0,1881143000.0,-97937000.0,-0.77,-75433000.0,104646000.0,234372000.0,2013-06-12,,,248763000.0,,55699000.0,421497000.0,195308000.0,,,77797000.0,209513000.0,,,,,300108000.0,,,,119535000.0,,,,,,,,,,,52 or 53 week,CIEN,
18019,18019,101518915.0,1434873000.0,182671000.0,1015000.0,1970115000.0,1885172000.0,-78635000.0,-0.49,-47653000.0,-4288000.0,196521000.0,2013-03-13,,,248763000.0,,12300000.0,198932000.0,195308000.0,,,107076000.0,167756000.0,,,,,300108000.0,,,,51177000.0,,,,,,,,,,,52 or 53 week,CIEN,
18054,18054,1027597458.0,,,10268000.0,4200010000.0,7742489000.0,3604554000.0,0.32,78685000.0,,,2013-12-31,,,,58000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIM,
18055,18055,1027467089.0,,,10267000.0,4699516000.0,7747135000.0,3603739000.0,0.12,128068000.0,,,2013-11-27,,,,58000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIM,
18056,18056,1027467089.0,,,10267000.0,4699516000.0,7747135000.0,3603739000.0,0.04,40781000.0,,,2013-10-31,,,,58000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIM,
18057,18057,1027467089.0,,,10267000.0,4699516000.0,7747135000.0,3603739000.0,0.08,80233000.0,,,2013-06-25,,,,58000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIM,
18058,18058,1027467089.0,,,10267000.0,4699516000.0,7747135000.0,3603739000.0,-0.06,42748000.0,,,2013-03-08,,,,58000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIM,
18086,18086,198000000.0,,,394000000.0,11095000000.0,16548000000.0,1267000000.0,2.42,229000000.0,,,2013-10-24,,,104000000.0,,37000000.0,,197000000.0,,,,,61146.0,,,,,,375000000.0,,,,,,,,,,,,,,CINF,50.32
18087,18087,198000000.0,,,394000000.0,11095000000.0,16548000000.0,-1232000000.0,0.73,264000000.0,,,2013-07-25,,,104000000.0,,37000000.0,,415000000.0,,,,,61146.0,,,,,,375000000.0,,,,,,,,,,,,,,CINF,48.89
18088,18088,197000000.0,,,394000000.0,11095000000.0,16548000000.0,-1227000000.0,0.53,154000000.0,,,2013-04-25,,,104000000.0,,37000000.0,,38000000.0,,,,,61146.0,,,,,,375000000.0,,,,,,,,,,,,,,CINF,48.9
18089,18089,197000000.0,,,394000000.0,1112000000.0,6565000000.0,-1225000000.0,1.18,192000000.0,,,2013-02-27,,,104000000.0,,37000000.0,,1070000000.0,,,,,53150.0,,,,,,300000000.0,,,,,,,,,,,,,,CINF,44.99
18146,18146,17590312.0,443226000.0,78112000.0,174000.0,,709981000.0,459058000.0,1.01,21591000.0,,,2013-10-31,,,,,11943000.0,,-507000.0,14399000.0,,7073000.0,58695000.0,,,,,,,,,,,1187000.0,,,,,,,,,,CIR,
18147,18147,17575362.0,454782000.0,84245000.0,176000.0,,709981000.0,418247000.0,1.14,12668000.0,,,2013-08-01,,,,,7833000.0,,-507000.0,14399000.0,,7073000.0,63816000.0,,,,,,,,,,,1187000.0,,,,,,,,,,CIR,
18148,18148,17445687.0,443753000.0,80361000.0,175000.0,,709981000.0,418819000.0,0.5,7908000.0,,,2013-05-02,,,,,4008000.0,,-507000.0,14399000.0,,7073000.0,58612000.0,,,,,,,,,,,1187000.0,,,,,,,,,,CIR,
18149,18149,17268212.0,443226000.0,80361000.0,174000.0,,709981000.0,258209000.0,0.43,7497000.0,,,2013-02-28,,,,,13075000.0,,-507000.0,14412000.0,,7073000.0,59374000.0,,,,,,,,,,,727000.0,,,,,,,,,,CIR,
18178,18178,202146483.0,,,2000000.0,8032400000.0,46224000000.0,8845000000.0,0.99,545800000.0,199800000.0,,2013-11-06,,200000.0,,325000000.0,500700000.0,8300000.0,588900000.0,,13000000.0,,,202182395.0,,,,,,19800000.0,,,,,,,,164800000.0,,,,,,CIT,
18179,18179,202013258.0,,,2000000.0,8303100000.0,44631000000.0,8677200000.0,0.91,346200000.0,184100000.0,,2013-08-07,,200000.0,,325000000.0,500700000.0,10000000.0,587300000.0,,13000000.0,,,202182395.0,,,,,,19800000.0,,,,,,,,164800000.0,,,,,,CIT,
18180,18180,201903445.0,,,2000000.0,8874800000.0,44563400000.0,8494400000.0,0.81,162600000.0,165600000.0,,2013-05-09,,200000.0,,325000000.0,500700000.0,-1100000.0,559400000.0,,13000000.0,,,202182395.0,,,,,,19800000.0,,,,,,,,164800000.0,,,,,,CIT,
18181,18181,201283063.0,,,2000000.0,9241300000.0,27164400000.0,2437200000.0,-1.52,206800000.0,-304100000.0,,2013-03-01,,4400000.0,,325000000.0,500700000.0,231900000.0,1057800000.0,,13000000.0,,,201283063.0,,,,,,19800000.0,,,,,,,,164800000.0,,,,,,CIT,
18233,18233,10000000.0,63515000.0,2592000.0,100000.0,,121545000.0,48610000.0,,4666000.0,12768000.0,48557000.0,2013-11-05,,,,,3200000.0,,,4928000.0,,,21144000.0,,,,,,,,,,,248000.0,,,,,,,1186000.0,,,CIX,
18234,18234,10000000.0,90595000.0,2797000.0,24000.0,,150183000.0,24000.0,,1814000.0,12768000.0,16429000.0,2013-08-06,,,,,3200000.0,,,4928000.0,,,7610000.0,,,,,,,,,,,305000.0,,,,,,,7952000.0,,,CIX,
18235,18235,10000000.0,90595000.0,2797000.0,24000.0,,150183000.0,24000.0,,1523000.0,12768000.0,14416000.0,2013-05-07,,,,,3200000.0,,,4928000.0,,,6012000.0,,,,,,,,,,1000000.0,305000.0,,,,,,,7952000.0,,,CIX,
18236,18236,2392107.0,90595000.0,2797000.0,24000.0,,150183000.0,24000.0,,28700000.0,12768000.0,58869000.0,2013-03-06,,,,,3100000.0,,,4928000.0,,,5500000.0,,,,,,,,,,1000000.0,305000.0,,,,,,,7952000.0,,,CIX,
18269,18269,4870114.0,,,972282.0,791971068.0,880839898.0,88868830.0,0.41,2009463.0,,,2013-11-12,,1416801.0,,,1003000.0,,,,,,,,,4843911.0,,,,,,,,,,,,,,,,,,CIZN,
18270,18270,4870114.0,,,972282.0,791971068.0,880839898.0,88868830.0,0.33,1603744.0,,,2013-08-08,,1416801.0,,,1003000.0,,,,,,,,,4843911.0,,,,,,,,,,,,,,,,,,CIZN,
18271,18271,4870114.0,,,972282.0,791971068.0,880839898.0,88868830.0,0.34,1663166.0,,,2013-05-10,,1416801.0,,,1003000.0,,,,,,,,,4843911.0,,,,,,,,,,,,,,,,,,CIZN,
18272,18272,4861411.0,,,972282.0,791971068.0,88869230.0,3620967.0,1.4,6783999.0,,,2013-03-15,,1657268.0,,,1003000.0,,,,,,,,,4861411.0,,,,,,,,,,,,,,,,,,CIZN,
18307,18307,13609002.0,46757643.0,,13609.0,32373519.0,70265404.0,37891885.0,-0.1,-1333578.0,-1334085.0,2100000.0,2013-11-14,,,174203868.0,,1061755.0,7792772.0,18520.0,722384.0,,,6549572.0,1200000.0,,32936786.0,,8586999.0,,,,,,,,,,,,,,,,CJJD,
18308,18308,13609003.0,47106824.0,,13609.0,31489797.0,69636745.0,38146948.0,-0.06,-787516.0,-787759.0,2100000.0,2013-08-14,,,174203868.0,,549690.0,4321660.0,18520.0,722384.0,,,6549572.0,1200000.0,,32936786.0,,8586999.0,,,,,,,,,,,,,,,,CJJD,
18309,18309,13609002.0,45155120.0,,13609.0,29690412.0,67838021.0,1309109.0,-1.06,-14333731.0,-794.0,2100000.0,2013-07-01,,,174203868.0,,2609717.0,28690954.0,18520.0,722384.0,,,2311372.0,1200000.0,,32936786.0,,8586999.0,,,,,,,,,,,,,,,,CJJD,
18310,18310,13609002.0,57962708.0,,13609.0,33017221.0,81250892.0,48235605.0,-0.33,-4480083.0,-4480939.0,2100000.0,2013-02-14,,,174203868.0,,2002094.0,14596969.0,18520.0,722384.0,,,2294442.0,1200000.0,,32936786.0,,8586999.0,,,,,,,,,,,,,,,,CJJD,
18338,18338,36740324.0,670665000.0,,372000.0,1958119000.0,3700794000.0,1713654000.0,1.95,30291000.0,-21361000.0,143300000.0,2013-10-28,24249000.0,,,,130200000.0,-31082000.0,338855000.0,,,6600000.0,,,,,,,,,,,,,,,,,350000000.0,100000.0,,,,CKH,
18339,18339,37035464.0,718624000.0,,370000.0,1421783000.0,3700794000.0,1713654000.0,0.42,30291000.0,3973000.0,92700000.0,2013-07-30,24249000.0,,,,130200000.0,310800000.0,338855000.0,,,6592000.0,,,,,,,,,,,,,,,,,350000000.0,100000.0,,,,CKH,
18340,18340,36957667.0,621416000.0,,369000.0,1394064000.0,2715487000.0,1295285000.0,1.78,30291000.0,-4307000.0,38000000.0,2013-04-30,161468000.0,,,,130200000.0,-23948000.0,61052000.0,,,6354000.0,,,,,,,,,,,,,,,,,350000000.0,100000.0,,,,CKH,
18341,18341,36740324.0,1040547000.0,,367000.0,1958119000.0,3928134000.0,1713654000.0,0.55,36488000.0,-2717000.0,185100000.0,2013-02-28,-109923000.0,,,,168500000.0,18234000.0,315987000.0,,,21045000.0,,,,,,,,,,,,,,,,,350000000.0,100000.0,,,,CKH,
18377,18377,2100000.0,6902621.0,,72256.0,222692.0,12585420.0,375516.0,0.71,1387574.0,,,2013-11-12,568123.0,1860736.0,,,1050.0,,2467032.0,4434081.0,,,,,,1942495.0,,,,-407924.0,,,,,,,,,,,,,,CKX,
18378,18378,2100000.0,6902621.0,,72256.0,222692.0,12585420.0,375516.0,0.53,1030418.0,,,2013-08-09,359759.0,1860736.0,,,1050.0,,1740372.0,4434081.0,,,,,,1942495.0,,,,-271949.0,,,,,,,,,,,,,,CKX,
18379,18379,2100000.0,6902621.0,,72256.0,222692.0,12585420.0,375516.0,0.32,611772.0,,,2013-05-10,177608.0,1860736.0,,,1050.0,,935110.0,4434081.0,,,,,,1942495.0,,,,-135974.0,,,,,,,,,,,,,,CKX,
18380,18380,2100000.0,4917578.0,,72256.0,333052.0,10994969.0,375516.0,0.49,951777.0,,,2013-03-21,253603.0,1860736.0,,,1050.0,,100385.0,4431034.0,,,,,,1942495.0,,,,-543899.0,,,,,,,,,,,,,,CKX,
18410,18410,47899584.0,307828000.0,55168000.0,1203000.0,,636516000.0,178217000.0,3.88,178087000.0,64716000.0,,2013-10-18,,,,,22126000.0,,-3986000.0,7475000.0,184774000.0,,,,,44095883.0,,,,-44125000.0,,,1406000.0,,,,,,,,,,,CLB,
18411,18411,47899584.0,296907000.0,55168000.0,1233000.0,,636516000.0,181313000.0,2.52,106867000.0,64716000.0,,2013-07-19,,,,,22126000.0,,-3986000.0,7475000.0,184774000.0,,,,,44095883.0,,,,-44125000.0,,,1406000.0,,,,,,,,,,,CLB,
18412,18412,47899584.0,296907000.0,54078000.0,1233000.0,,636516000.0,182008000.0,1.22,53951000.0,64716000.0,,2013-04-19,,,,,22126000.0,,-3986000.0,7475000.0,200136000.0,,,,,44095883.0,,,,-44125000.0,,,1406000.0,,,,,,,,,,,CLB,
18413,18413,49037806.0,286548000.0,55168000.0,1233000.0,,610873000.0,177903000.0,1.12,53076000.0,40384000.0,,2013-02-19,,,,,22126000.0,,-3986000.0,6791000.0,200136000.0,,,,,44095883.0,,,,-39791000.0,,,1406000.0,,,,,,,,,,,CLB,
18448,18448,8509000.0,24726000.0,1608000.0,9000.0,,33018000.0,20562000.0,0.1,806000.0,,,2013-11-06,,767000.0,,,481000.0,5049000.0,17495000.0,,,,6340000.0,8861000.0,,9231000.0,,1857000.0,,,,,,,,,,,,,,,,CLCT,
18449,18449,8107000.0,27446000.0,1625000.0,8000.0,,36445000.0,-54025000.0,0.25,1983000.0,,,2013-08-28,,400000.0,,,348000.0,18894000.0,17495000.0,,,,8743000.0,8509000.0,,9231000.0,,2651000.0,,,,,,,,,,,,,,,,CLCT,
18450,18450,8107000.0,27446000.0,1625000.0,8000.0,,36445000.0,24531000.0,0.54,4298000.0,,,2013-05-08,,275000.0,,,348000.0,14819000.0,17495000.0,,,,22121000.0,8509000.0,,9231000.0,,2651000.0,,,,,,,,,,,,,,,,CLCT,
18451,18451,8107000.0,27446000.0,1625000.0,8000.0,,36445000.0,24531000.0,0.32,2561000.0,,,2013-02-07,,275000.0,,,348000.0,9716000.0,17495000.0,,,,14103000.0,8509000.0,,9231000.0,,2651000.0,,,,,,,,,,,,,,,,CLCT,
18480,18480,25808058.0,,,256000.0,237493000.0,457221000.0,380449000.0,0.11,-13007000.0,63474000.0,,2013-11-06,,,,,400000.0,40713000.0,71593000.0,63428000.0,,,,13908907.0,,,,,,,,,,,,,,,,,,,,CLDT,
